Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.822077512741089	0	-22.125	18.847662	12.0	-57.0	25.0	0.0	400	400
4.402045965194702	1	-33.75	18.105593	6.0	-72.0	25.0	0.0	400	800
4.800891399383545	2	-34.125	27.22562	0.0	-97.0	25.0	0.0	400	1200
5.155223608016968	3	-27.5	20.248457	5.0	-59.0	25.0	0.0	400	1600
5.558010816574097	4	-24.375	25.48253	11.0	-71.0	25.0	0.0	400	2000
5.9142961502075195	5	-21.9375	23.15024	8.0	-61.0	25.0	0.0	400	2400
6.2803075313568115	6	-18.5625	24.720863	13.0	-71.0	25.0	0.0	400	2800
6.670190811157227	7	-13.1875	19.777573	13.0	-59.0	25.0	0.0	400	3200
7.070821285247803	8	-13.9375	22.322826	18.0	-64.0	25.0	0.0	400	3600
7.439112663269043	9	-16.25	19.938969	14.0	-49.0	25.0	0.0	400	4000
7.853956460952759	10	-12.125	16.770044	19.0	-35.0	25.0	0.0	400	4400
8.209986209869385	11	-12.5625	22.17253	18.0	-68.0	25.0	0.0	400	4800
8.598137378692627	12	-15.875	24.78123	19.0	-69.0	25.0	0.0	400	5200
8.975485563278198	13	-8.4375	27.182184	12.0	-109.0	25.0	0.0	400	5600
9.338449954986572	14	-8.5	18.466185	16.0	-46.0	25.0	0.0	400	6000
9.733027935028076	15	-7.5625	15.684262	15.0	-38.0	25.0	0.0	400	6400
10.14680552482605	16	-6.5625	19.89651	15.0	-55.0	25.0	0.0	400	6800
10.561780452728271	17	-1.3125	14.826997	16.0	-42.0	25.0	0.0	400	7200
11.077880382537842	18	-4.125	10.98223	15.0	-22.0	25.0	0.0	400	7600
11.53765320777893	19	0.75	13.7227	17.0	-29.0	25.0	0.0	400	8000
11.894692182540894	20	-0.375	15.119834	16.0	-23.0	25.0	0.0	400	8400
12.279293060302734	21	-1.625	17.38489	19.0	-36.0	25.0	0.0	400	8800
12.641026258468628	22	-3.6875	15.833978	17.0	-34.0	25.0	0.0	400	9200
13.005605936050415	23	3.875	9.681651	14.0	-20.0	25.0	0.0	400	9600
13.396405458450317	24	-0.625	23.162132	17.0	-61.0	25.0	0.0	400	10000
13.798387289047241	25	5.625	14.137163	17.0	-30.0	25.0	0.0	400	10400
14.16981053352356	26	4.75	13.437355	19.0	-31.0	25.0	0.0	400	10800
14.54298186302185	27	7.1875	8.640159	17.0	-14.0	25.0	0.0	400	11200
14.977202892303467	28	3.625	16.740202	16.0	-38.0	25.0	0.0	400	11600
15.334311246871948	29	2.0625	16.188225	16.0	-49.0	25.0	0.0	400	12000
15.672844886779785	30	-4.3125	21.948004	17.0	-51.0	25.0	0.0	400	12400
16.066410064697266	31	-1.625	23.224112	17.0	-79.0	25.0	0.0	400	12800
16.417243242263794	32	3.3125	15.361147	19.0	-42.0	25.0	0.0	400	13200
16.748955965042114	33	2.625	12.494373	16.0	-30.0	25.0	0.0	400	13600
17.130998373031616	34	-1.25	20.734934	18.0	-49.0	25.0	0.0	400	14000
17.513567209243774	35	6.3125	11.740521	17.0	-35.0	25.0	0.0	400	14400
17.876113176345825	36	7.0625	8.713988	20.0	-11.0	25.0	0.0	400	14800
18.265650033950806	37	6.5625	15.17798	19.0	-43.0	25.0	0.0	400	15200
18.6436665058136	38	8.6875	7.8638315	17.0	-8.0	25.0	0.0	400	15600
19.020358324050903	39	7.375	11.7466755	18.0	-20.0	25.0	0.0	400	16000
19.389346599578857	40	8.125	8.25284	18.0	-14.0	25.0	0.0	400	16400
19.782859802246094	41	5.75	11.360568	16.0	-29.0	25.0	0.0	400	16800
20.17125916481018	42	6.1875	10.898502	19.0	-23.0	25.0	0.0	400	17200
20.52727508544922	43	6.1875	8.0717	18.0	-7.0	25.0	0.0	400	17600
20.94776201248169	44	6.6875	7.823992	18.0	-12.0	25.0	0.0	400	18000
21.34213900566101	45	4.0625	17.959917	17.0	-55.0	25.0	0.0	400	18400
21.71480417251587	46	7.125	11.805058	18.0	-18.0	25.0	0.0	400	18800
22.066805124282837	47	10.375	6.0091076	19.0	-2.0	25.0	0.0	400	19200
22.473710536956787	48	7.0	9.545941	18.0	-14.0	25.0	0.0	400	19600
22.83795952796936	49	5.25	12.244897	17.0	-30.0	25.0	0.0	400	20000
23.231064081192017	50	10.5	6.1237245	18.0	-6.0	25.0	0.0	400	20400
23.65208125114441	51	10.125	5.644411	16.0	-6.0	25.0	0.0	400	20800
24.069124221801758	52	7.0	8.108638	18.0	-13.0	25.0	0.0	400	21200
24.491580963134766	53	10.75	7.0311804	18.0	-11.0	25.0	0.0	400	21600
24.88153624534607	54	2.5	15.858751	14.0	-36.0	25.0	0.0	400	22000
25.347121953964233	55	12.5625	5.841326	19.0	-5.0	25.0	0.0	400	22400
25.770850658416748	56	5.625	10.160432	16.0	-14.0	25.0	0.0	400	22800
26.21400547027588	57	9.0625	9.7498	18.0	-15.0	25.0	0.0	400	23200
26.652421712875366	58	11.875	7.614747	18.0	-11.0	25.0	0.0	400	23600
27.049236059188843	59	10.3125	7.363073	16.0	-15.0	25.0	0.0	400	24000
27.482583045959473	60	10.25	5.900212	18.0	-7.0	25.0	0.0	400	24400
27.890912771224976	61	9.125	10.203401	18.0	-22.0	25.0	0.0	400	24800
28.257516622543335	62	10.375	4.9355216	18.0	-2.0	25.0	0.0	400	25200
28.641884803771973	63	11.1875	7.081832	19.0	-5.0	25.0	0.0	400	25600
29.01296067237854	64	9.375	9.668732	19.0	-21.0	25.0	0.0	400	26000
29.398761749267578	65	11.1875	7.324776	19.0	-10.0	25.0	0.0	400	26400
29.864648580551147	66	10.0	10.659503	19.0	-25.0	25.0	0.0	400	26800
