Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.5867578983306885	0	-278.22888	51.75267	-218.08778	-411.26675	25.0	0.0	400	400
4.579766273498535	1	-286.04166	32.907257	-233.23666	-348.62662	25.0	0.0	400	800
4.8665032386779785	2	-294.02036	35.562263	-220.5805	-353.31335	25.0	0.0	400	1200
5.16796612739563	3	-312.41522	28.928028	-267.22064	-373.6369	25.0	0.0	400	1600
5.446988344192505	4	-299.4439	40.964256	-239.44843	-406.96283	25.0	0.0	400	2000
5.708892345428467	5	-298.68686	49.923965	-218.48373	-378.60764	25.0	0.0	400	2400
6.01978063583374	6	-287.12543	48.367455	-213.14983	-374.51624	25.0	0.0	400	2800
6.317463159561157	7	-314.0852	37.109394	-232.57814	-370.7101	25.0	0.0	400	3200
6.614282846450806	8	-291.026	36.970448	-243.15138	-352.01422	25.0	0.0	400	3600
6.9017345905303955	9	-296.8918	41.505394	-226.2629	-372.9812	25.0	0.0	400	4000
7.1781957149505615	10	-289.8322	31.683083	-216.35028	-341.00714	25.0	0.0	400	4400
7.441468954086304	11	-289.12338	44.40905	-221.15778	-373.6532	25.0	0.0	400	4800
7.761590003967285	12	-283.0468	40.39863	-201.55667	-355.63098	25.0	0.0	400	5200
8.022654056549072	13	-299.0357	28.85435	-246.40749	-359.9159	25.0	0.0	400	5600
8.263620138168335	14	-287.51385	33.85788	-224.04982	-351.33502	25.0	0.0	400	6000
8.514499187469482	15	-291.01657	27.185545	-239.53212	-351.9752	25.0	0.0	400	6400
8.762460231781006	16	-286.1557	32.982533	-228.105	-335.25275	25.0	0.0	400	6800
9.071838855743408	17	-305.95105	35.683342	-245.43103	-368.0482	25.0	0.0	400	7200
9.40217113494873	18	-280.85034	46.521397	-209.26935	-390.69742	25.0	0.0	400	7600
9.675638675689697	19	-282.24158	29.36686	-220.30971	-353.75037	25.0	0.0	400	8000
9.95560622215271	20	-282.95038	40.057934	-206.44806	-354.05478	25.0	0.0	400	8400
10.240378141403198	21	-288.80487	30.159136	-219.61295	-346.9254	25.0	0.0	400	8800
10.53062915802002	22	-281.54108	42.748966	-195.92111	-336.07288	25.0	0.0	400	9200
10.84840202331543	23	-280.2383	34.655434	-215.18954	-346.23346	25.0	0.0	400	9600
11.156591653823853	24	-288.12317	34.668335	-233.91121	-367.5296	25.0	0.0	400	10000
11.410506963729858	25	-285.57687	48.22386	-194.10463	-349.93005	25.0	0.0	400	10400
11.679528713226318	26	-298.23547	35.421192	-255.91339	-369.55637	25.0	0.0	400	10800
12.074434995651245	27	-293.75183	35.90714	-250.22421	-368.4133	25.0	0.0	400	11200
12.377000570297241	28	-279.68845	26.9326	-236.00844	-329.62747	25.0	0.0	400	11600
12.649245023727417	29	-252.86774	30.873045	-171.96837	-308.7904	25.0	0.0	400	12000
12.889678478240967	30	-287.09216	33.842075	-235.47618	-351.4629	25.0	0.0	400	12400
13.189753770828247	31	-265.0133	34.709713	-182.6265	-333.32715	25.0	0.0	400	12800
13.497489213943481	32	-270.27042	28.416784	-223.28993	-312.0017	25.0	0.0	400	13200
13.844334125518799	33	-296.248	50.56751	-210.82639	-393.54553	25.0	0.0	400	13600
14.10600733757019	34	-282.86407	34.174477	-220.90987	-336.21136	25.0	0.0	400	14000
14.39091968536377	35	-254.49002	33.948376	-202.46698	-337.93802	25.0	0.0	400	14400
14.710309743881226	36	-266.2085	34.900482	-219.95477	-328.60248	25.0	0.0	400	14800
15.014193058013916	37	-277.24164	33.20565	-210.52	-341.3624	25.0	0.0	400	15200
15.28121280670166	38	-275.81042	36.192295	-209.89288	-351.39935	25.0	0.0	400	15600
15.544700145721436	39	-269.18927	34.541687	-222.92299	-328.53055	25.0	0.0	400	16000
15.815110445022583	40	-274.20724	38.464508	-198.93433	-363.37106	25.0	0.0	400	16400
16.051992177963257	41	-272.97156	34.264984	-194.07266	-332.0213	25.0	0.0	400	16800
16.402703523635864	42	-271.2278	23.369816	-232.7301	-306.6645	25.0	0.0	400	17200
16.670464277267456	43	-275.82306	54.479446	-190.19261	-353.42184	25.0	0.0	400	17600
16.945600986480713	44	-275.75296	32.072144	-225.59193	-346.59576	25.0	0.0	400	18000
17.271690607070923	45	-278.89264	34.095554	-215.77628	-335.22974	25.0	0.0	400	18400
17.634939670562744	46	-273.54684	27.89636	-230.02408	-342.57672	25.0	0.0	400	18800
17.93305230140686	47	-262.97003	44.579372	-184.50246	-352.88223	25.0	0.0	400	19200
18.229073524475098	48	-261.7433	26.73574	-209.57773	-302.0927	25.0	0.0	400	19600
18.495132207870483	49	-276.66907	38.379925	-171.80818	-337.46802	25.0	0.0	400	20000
18.75356364250183	50	-263.59155	29.442339	-212.4362	-322.89673	25.0	0.0	400	20400
19.047683000564575	51	-268.31107	42.89029	-188.56433	-337.52167	25.0	0.0	400	20800
19.320430755615234	52	-254.09024	36.087658	-198.79211	-344.3343	25.0	0.0	400	21200
19.64244556427002	53	-262.5961	25.165401	-219.24124	-305.01144	25.0	0.0	400	21600
19.910314321517944	54	-272.04565	26.290236	-228.16934	-323.44153	25.0	0.0	400	22000
20.210130214691162	55	-264.65805	33.100704	-210.74161	-328.38162	25.0	0.0	400	22400
20.5090434551239	56	-252.52368	48.375046	-169.23384	-376.85883	25.0	0.0	400	22800
20.806016445159912	57	-272.1237	39.529106	-217.81723	-350.0163	25.0	0.0	400	23200
21.105061531066895	58	-251.87767	43.350975	-172.04175	-329.12213	25.0	0.0	400	23600
21.411914587020874	59	-244.38068	38.616093	-163.87527	-309.77673	25.0	0.0	400	24000
21.6997709274292	60	-260.6206	36.687607	-190.71378	-315.65106	25.0	0.0	400	24400
22.089534997940063	61	-257.2248	37.26699	-181.05614	-326.9027	25.0	0.0	400	24800
22.395267248153687	62	-254.19272	33.94086	-193.34828	-316.52567	25.0	0.0	400	25200
22.6602623462677	63	-264.50067	26.28524	-214.23732	-310.76147	25.0	0.0	400	25600
22.93116569519043	64	-272.30826	49.191174	-185.2261	-362.2752	25.0	0.0	400	26000
23.212972402572632	65	-254.65988	39.636097	-182.0126	-320.47223	25.0	0.0	400	26400
24.00843644142151	66	-284.52512	42.908077	-212.01352	-366.71173	25.0	0.0	400	26800
24.475106716156006	67	-264.53732	33.43317	-184.15495	-313.06955	25.0	0.0	400	27200
24.72562551498413	68	-259.32788	30.511253	-217.93698	-322.07126	25.0	0.0	400	27600
24.98245406150818	69	-260.65582	26.295624	-200.14694	-299.43286	25.0	0.0	400	28000
25.263295888900757	70	-250.95157	28.018675	-210.57005	-301.3147	25.0	0.0	400	28400
25.526931762695312	71	-268.3171	34.561398	-214.71677	-341.43954	25.0	0.0	400	28800
25.762382984161377	72	-248.3976	33.2583	-207.10164	-328.10913	25.0	0.0	400	29200
25.990723609924316	73	-258.8938	28.825268	-210.09871	-313.34625	25.0	0.0	400	29600
26.245540142059326	74	-260.04407	37.150887	-199.47365	-333.2826	25.0	0.0	400	30000
26.54476237297058	75	-252.2676	44.114536	-173.1039	-327.82526	25.0	0.0	400	30400
26.900495052337646	76	-256.76822	35.298237	-213.7472	-337.13477	25.0	0.0	400	30800
27.164241075515747	77	-260.36423	45.265656	-147.84227	-345.82544	25.0	0.0	400	31200
27.50142741203308	78	-255.01535	37.9144	-195.68988	-310.56198	25.0	0.0	400	31600
27.81781840324402	79	-249.8643	39.45226	-172.38751	-327.88605	25.0	0.0	400	32000
